activity,patient
"[70.93333333333334, 13.066666666666666, 12.8, 1.4333333333333333, 4.433333333333334, 3.8, 16.266666666666666, 2.2666666666666666, 14.533333333333333, 9.333333333333334, 7.1, 6.033333333333333, 7.3, 13.6, 0.0, 11.533333333333333, 7.433333333333334, 4.933333333333334, 3.433333333333333, 2.0, 6.033333333333333, 17.266666666666666, 245.36666666666667, 505.43333333333334, 330.56666666666666, 192.06666666666666, 336.23333333333335, 393.8666666666667, 63.06666666666667, 292.3333333333333, 483.6666666666667, 108.06666666666666, 228.16666666666666, 12.966666666666667, 36.0, 26.333333333333332, 7.633333333333334, 0.8666666666666667, 43.266666666666666, 46.166666666666664, 29.066666666666666, 1.6, 16.6, 232.26666666666668, 362.0, 344.8, 24.466666666666665, 7.533333333333333]",11.0
"[0.2, 5.033333333333333, 0.9333333333333333, 4.033333333333333, 0.5333333333333333, 8.333333333333334, 1.4333333333333333, 8.9, 1.4, 2.0, 1.2666666666666666, 7.2, 0.0, 2.533333333333333, 1.5, 4.1, 0.0, 4.166666666666667, 2.7333333333333334, 5.7, 2.3333333333333335, 1.9, 0.0, 5.033333333333333, 1.1666666666666667, 5.933333333333334, 299.3, 113.36666666666666, 30.6, 204.53333333333333, 21.666666666666668, 18.666666666666668, 16.966666666666665, 15.366666666666667, 67.8, 278.6333333333333, 35.5, 29.4, 168.26666666666668, 83.26666666666667, 54.833333333333336, 30.966666666666665, 22.933333333333334, 49.56666666666667, 3.3333333333333335, 62.3, 121.53333333333333, 0.0]",11.0
"[11.8, 7.533333333333333, 1.2666666666666666, 7.066666666666666, 5.466666666666667, 3.1, 9.9, 3.8666666666666667, 5.133333333333334, 5.466666666666667, 12.666666666666666, 69.86666666666666, 344.26666666666665, 175.33333333333334, 5.333333333333333, 0.1, 0.43333333333333335, 0.0, 19.566666666666666, 7.033333333333333, 353.06666666666666, 425.73333333333335, 348.76666666666665, 44.3, 39.266666666666666, 12.3, 0.0, 0.0, 23.666666666666668, 25.466666666666665, 1820.8666666666666, 79.63333333333334, 0.0, 0.0, 0.0, 1.7333333333333334, 0.0, 1.4333333333333333, 0.0, 0.0, 8.833333333333334, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0]",11.0
"[15.066666666666666, 8.466666666666667, 98.86666666666666, 0.4, 17.766666666666666, 4.3, 1.0333333333333334, 0.5333333333333333, 2.1, 10.666666666666666, 0.0, 21.433333333333334, 0.0, 133.93333333333334, 102.6, 86.33333333333333, 66.23333333333333, 95.06666666666666, 56.56666666666667, 46.46666666666667, 9.366666666666667, 88.1, 5.033333333333333, 0.3, 79.93333333333334, 297.46666666666664, 130.9, 303.0, 119.46666666666667, 413.8, 379.9, 113.3, 133.13333333333333, 186.06666666666666, 495.06666666666666, 239.0, 88.46666666666667, 76.56666666666666, 269.43333333333334, 99.73333333333333, 166.0, 86.33333333333333, 275.03333333333336, 324.03333333333336, 183.2, 176.96666666666667, 88.46666666666667, 10.233333333333333]",12.0
"[136.93333333333334, 7.5, 13.3, 10.133333333333333, 1.2666666666666666, 1.0333333333333334, 3.433333333333333, 37.53333333333333, 0.0, 4.633333333333334, 7.0, 2.3666666666666667, 0.0, 20.8, 199.66666666666666, 61.53333333333333, 37.166666666666664, 171.9, 160.83333333333334, 437.8333333333333, 408.93333333333334, 1709.7, 539.9666666666667, 764.8333333333334, 322.8333333333333, 540.1, 221.83333333333334, 382.8, 432.1666666666667, 434.73333333333335, 504.43333333333334, 335.53333333333336, 294.1666666666667, 102.5, 128.9, 299.6666666666667, 430.76666666666665, 187.96666666666667, 425.06666666666666, 308.96666666666664, 211.73333333333332, 378.4, 613.1666666666666, 286.3333333333333, 130.23333333333332, 171.4, 208.4, 272.53333333333336]",12.0
"[300.23333333333335, 177.4, 61.63333333333333, 0.2, 7.033333333333333, 3.9, 46.93333333333333, 2.033333333333333, 2.466666666666667, 3.933333333333333, 1.6, 4.633333333333334, 3.1, 11.733333333333333, 94.13333333333334, 78.63333333333334, 63.5, 53.8, 2.9, 13.6, 71.6, 311.73333333333335, 336.3333333333333, 203.13333333333333, 230.46666666666667, 290.1666666666667, 477.26666666666665, 321.8, 375.03333333333336, 693.8666666666667, 500.5, 196.36666666666667, 197.26666666666668, 400.26666666666665, 339.6666666666667, 658.5, 397.6333333333333, 641.0666666666667, 199.66666666666666, 221.0, 248.1, 394.4, 209.53333333333333, 84.43333333333334, 162.13333333333333, 66.4, 107.5, 132.6]",12.0
"[54.13333333333333, 389.1, 85.73333333333333, 12.933333333333334, 4.333333333333333, 4.3, 7.066666666666666, 2.3666666666666667, 0.5, 4.533333333333333, 0.8333333333333334, 0.0, 4.033333333333333, 6.633333333333334, 27.033333333333335, 0.8666666666666667, 9.0, 1.7666666666666666, 8.133333333333333, 5.966666666666667, 21.0, 3.9, 86.16666666666667, 75.73333333333333, 124.6, 365.1, 268.43333333333334, 216.33333333333334, 644.0666666666667, 484.3333333333333, 472.8666666666667, 414.3333333333333, 310.3, 451.9, 521.3333333333334, 373.1333333333333, 251.66666666666666, 312.03333333333336, 251.26666666666668, 328.6, 110.66666666666667, 266.1333333333333, 102.56666666666666, 244.53333333333333, 251.73333333333332, 288.3666666666667, 79.5, 142.7]",12.0
"[295.6666666666667, 293.0, 325.53333333333336, 282.0, 395.9, 133.9, 236.56666666666666, 9.3, 13.066666666666666, 26.533333333333335, 3.966666666666667, 5.6, 21.0, 3.4, 5.4, 11.4, 7.933333333333334, 7.3, 2.1, 6.633333333333334, 50.86666666666667, 373.43333333333334, 124.1, 216.83333333333334, 266.56666666666666, 451.6, 496.1666666666667, 479.8333333333333, 431.43333333333334, 528.4666666666667, 461.7, 66.93333333333334, 239.53333333333333, 204.63333333333333, 120.33333333333333, 29.133333333333333, 47.0, 45.13333333333333, 36.766666666666666, 776.2333333333333, 35.5, 23.533333333333335, 39.63333333333333, 45.53333333333333, 195.13333333333333, 253.16666666666666, 208.56666666666666, 35.4]",12.0
"[78.6, 60.53333333333333, 49.36666666666667, 3.033333333333333, 5.733333333333333, 22.066666666666666, 3.7666666666666666, 4.7, 0.0, 13.433333333333334, 1.6666666666666667, 3.1, 0.6333333333333333, 17.0, 145.03333333333333, 64.6, 79.16666666666667, 99.7, 115.63333333333334, 393.93333333333334, 491.8333333333333, 294.96666666666664, 299.53333333333336, 130.5, 156.73333333333332, 386.6, 495.46666666666664, 466.03333333333336, 628.8, 620.7, 641.9333333333333, 139.33333333333334, 689.9333333333333, 309.5, 339.2, 498.7, 549.0, 344.56666666666666, 392.6333333333333, 370.03333333333336, 252.23333333333332, 127.16666666666667, 365.6, 519.7, 71.03333333333333, 118.33333333333333, 229.2, 277.56666666666666]",12.0
"[76.9, 10.4, 0.7333333333333333, 101.36666666666666, 0.7333333333333333, 0.1, 6.833333333333333, 5.233333333333333, 20.266666666666666, 5.533333333333333, 15.466666666666667, 20.4, 22.3, 14.833333333333334, 2.8333333333333335, 184.4, 80.3, 60.333333333333336, 111.4, 113.5, 53.733333333333334, 63.733333333333334, 112.13333333333334, 135.3, 66.6, 68.66666666666667, 296.96666666666664, 402.46666666666664, 240.5, 286.8666666666667, 274.73333333333335, 269.0, 116.26666666666667, 23.866666666666667, 24.566666666666666, 4.033333333333333, 193.03333333333333, 313.46666666666664, 421.3333333333333, 262.96666666666664, 161.2, 420.26666666666665, 232.73333333333332, 352.46666666666664, 230.66666666666666, 277.6666666666667, 223.2, 197.73333333333332]",12.0
"[134.56666666666666, 20.8, 48.1, 133.96666666666667, 6.366666666666666, 11.666666666666666, 17.033333333333335, 3.2333333333333334, 0.0, 1.6333333333333333, 11.333333333333334, 5.966666666666667, 6.366666666666666, 11.133333333333333, 100.03333333333333, 72.23333333333333, 39.56666666666667, 4.933333333333334, 41.833333333333336, 6.933333333333334, 9.266666666666667, 33.3, 4.033333333333333, 10.6, 4.066666666666666, 33.8, 156.13333333333333, 76.6, 205.93333333333334, 182.4, 211.53333333333333, 533.5333333333333, 379.2, 243.56666666666666, 217.43333333333334, 286.6333333333333, 199.3, 184.93333333333334, 789.1666666666666, 395.56666666666666, 123.2, 288.96666666666664, 392.03333333333336, 180.53333333333333, 125.63333333333334, 120.46666666666667, 74.13333333333334, 91.33333333333333]",12.0
"[24.933333333333334, 73.4, 15.633333333333333, 22.0, 12.466666666666667, 14.833333333333334, 5.766666666666667, 1.4333333333333333, 6.866666666666666, 38.1, 11.066666666666666, 0.0, 5.166666666666667, 13.9, 25.166666666666668, 143.16666666666666, 100.2, 69.4, 133.13333333333333, 57.63333333333333, 175.66666666666666, 156.2, 445.0, 547.2, 631.4, 261.1, 500.6333333333333, 675.4, 468.46666666666664, 175.0, 77.06666666666666, 13.4, 18.3, 19.133333333333333, 233.3, 356.5, 253.23333333333332, 268.8333333333333, 250.33333333333334, 282.9, 394.96666666666664, 366.73333333333335, 354.26666666666665, 99.3, 91.93333333333334, 119.8, 89.8, 150.6]",12.0
"[7.066666666666666, 10.033333333333333, 11.366666666666667, 5.433333333333334, 4.066666666666666, 5.333333333333333, 4.733333333333333, 4.466666666666667, 1.9666666666666666, 8.833333333333334, 1.6666666666666667, 23.9, 6.333333333333333, 146.26666666666668, 96.63333333333334, 136.83333333333334, 300.96666666666664, 80.7, 286.5, 258.06666666666666, 145.86666666666667, 87.96666666666667, 73.86666666666666, 257.5, 244.6, 247.96666666666667, 306.6666666666667, 450.0, 239.83333333333334, 492.1666666666667, 177.16666666666666, 279.8, 81.7, 682.7333333333333, 300.6666666666667, 73.1, 102.5, 44.4, 368.1, 196.1, 258.96666666666664, 310.06666666666666, 268.1666666666667, 212.0, 274.8666666666667, 314.1333333333333, 301.56666666666666, 361.3]",12.0
"[71.1, 48.833333333333336, 10.233333333333333, 72.23333333333333, 5.9, 12.5, 7.3, 0.23333333333333334, 8.566666666666666, 4.466666666666667, 15.233333333333333, 9.533333333333333, 16.566666666666666, 4.766666666666667, 11.833333333333334, 37.733333333333334, 15.0, 0.0, 19.3, 7.066666666666666, 8.333333333333334, 12.666666666666666, 8.033333333333333, 112.7, 71.5, 230.53333333333333, 358.2, 409.8666666666667, 678.6, 242.93333333333334, 129.46666666666667, 117.33333333333333, 287.0, 285.06666666666666, 323.4, 294.1666666666667, 418.26666666666665, 683.3, 763.7666666666667, 177.16666666666666, 441.0, 260.5, 29.833333333333332, 208.0, 256.56666666666666, 104.56666666666666, 88.3, 78.03333333333333]",12.0
"[85.23333333333333, 36.266666666666666, 91.03333333333333, 10.533333333333333, 14.7, 13.533333333333333, 0.0, 8.433333333333334, 8.166666666666666, 0.0, 2.8, 54.266666666666666, 28.2, 18.733333333333334, 8.766666666666667, 0.0, 2.1666666666666665, 23.1, 5.833333333333333, 8.8, 2.4, 136.2, 82.06666666666666, 173.63333333333333, 279.03333333333336, 101.93333333333334, 522.0666666666667, 599.0, 581.1, 380.1, 24.533333333333335, 264.8, 183.3, 326.53333333333336, 700.9, 280.26666666666665, 487.6333333333333, 187.96666666666667, 76.16666666666667, 21.766666666666666, 18.366666666666667, 16.866666666666667, 72.7, 25.2, 164.16666666666666, 117.3, 193.43333333333334, 30.366666666666667]",12.0
"[69.1, 32.7, 48.46666666666667, 83.76666666666667, 90.66666666666667, 6.6, 6.7, 30.266666666666666, 10.266666666666667, 0.0, 7.566666666666666, 21.9, 8.233333333333333, 11.7, 7.633333333333334, 5.4, 17.866666666666667, 14.0, 7.1, 23.666666666666668, 4.7, 177.36666666666667, 74.06666666666666, 251.06666666666666, 323.1333333333333, 330.8666666666667, 50.166666666666664, 36.86666666666667, 0.0, 16.366666666666667, 651.7333333333333, 301.56666666666666, 3.3, 0.0, 22.166666666666668, 20.166666666666668, 0.0, 0.0, 0.0, 2.2666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",12.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.833333333333333, 0.7, 0.0, 0.0, 1.7666666666666666, 1.2666666666666666, 0.0, 1.8666666666666667, 0.0, 1.7333333333333334, 0.5, 24.0, 1.4666666666666666, 0.3, 0.0, 0.0, 1.2666666666666666, 196.63333333333333, 118.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.233333333333334, 343.76666666666665, 24.666666666666668]",12.0
"[0.0, 10.133333333333333, 12.3, 7.9, 3.7666666666666666, 6.766666666666667, 14.766666666666667, 61.06666666666667, 6.133333333333334, 130.63333333333333, 142.26666666666668, 397.3, 201.6, 288.1333333333333, 267.7, 21.666666666666668, 21.433333333333334, 21.733333333333334, 8.166666666666666, 31.033333333333335, 555.4333333333333, 871.9666666666667, 367.43333333333334, 708.3666666666667, 714.0, 574.6666666666666, 678.2666666666667, 393.7, 414.03333333333336, 336.1, 413.6666666666667, 450.73333333333335, 613.9333333333333, 350.5, 213.9, 177.36666666666667, 558.4333333333333, 336.1, 350.23333333333335, 491.23333333333335, 527.0333333333333, 330.56666666666666, 162.36666666666667, 339.93333333333334, 330.9, 403.5, 415.76666666666665, 356.06666666666666]",13.0
"[511.73333333333335, 432.46666666666664, 162.6, 339.8333333333333, 214.23333333333332, 166.23333333333332, 40.86666666666667, 17.966666666666665, 94.96666666666667, 16.166666666666668, 0.0, 7.466666666666667, 11.0, 9.933333333333334, 54.86666666666667, 0.2, 12.833333333333334, 18.8, 225.36666666666667, 379.5, 625.8, 552.8333333333334, 384.1666666666667, 432.96666666666664, 653.5333333333333, 410.6, 375.3333333333333, 324.7, 180.83333333333334, 32.233333333333334, 359.6666666666667, 267.06666666666666, 252.46666666666667, 560.9333333333333, 360.3, 439.06666666666666, 347.3333333333333, 292.1333333333333, 285.4, 365.56666666666666, 169.2, 211.5, 84.06666666666666, 303.43333333333334, 336.1, 498.9, 281.76666666666665, 255.16666666666666]",13.0
"[624.3333333333334, 330.8, 114.6, 170.73333333333332, 39.96666666666667, 16.166666666666668, 2.4, 6.766666666666667, 8.366666666666667, 19.233333333333334, 9.266666666666667, 10.7, 7.0, 10.1, 15.066666666666666, 65.13333333333334, 417.2, 209.46666666666667, 130.03333333333333, 16.5, 15.5, 46.93333333333333, 375.0, 99.36666666666666, 114.26666666666667, 328.56666666666666, 198.8, 195.13333333333333, 234.03333333333333, 36.166666666666664, 37.43333333333333, 12.933333333333334, 15.6, 17.066666666666666, 18.066666666666666, 121.13333333333334, 319.06666666666666, 263.3, 153.56666666666666, 173.6, 294.6666666666667, 139.8, 283.7, 194.36666666666667, 228.6, 96.3, 107.4, 211.23333333333332]",13.0
"[330.3, 282.4, 75.66666666666667, 90.8, 163.13333333333333, 107.53333333333333, 27.8, 11.1, 0.7333333333333333, 24.6, 6.833333333333333, 10.433333333333334, 19.633333333333333, 14.1, 160.56666666666666, 344.43333333333334, 548.3333333333334, 604.8333333333334, 792.6333333333333, 469.8333333333333, 563.3333333333334, 700.0, 848.4, 964.5666666666667, 423.3, 424.3, 742.6, 761.7, 524.1, 113.56666666666666, 264.9, 88.93333333333334, 367.56666666666666, 16.466666666666665, 24.2, 746.6, 372.53333333333336, 530.5666666666667, 98.4, 437.8, 382.26666666666665, 519.7333333333333, 277.23333333333335, 309.2, 217.7, 110.06666666666666, 88.7, 79.36666666666666]",13.0
"[274.3666666666667, 280.3, 174.63333333333333, 32.333333333333336, 23.5, 32.8, 14.3, 9.266666666666667, 0.0, 8.7, 34.166666666666664, 26.6, 182.93333333333334, 41.8, 21.733333333333334, 2.7, 20.7, 7.733333333333333, 11.0, 32.63333333333333, 516.1, 631.4, 115.06666666666666, 136.16666666666666, 239.5, 384.8, 708.8333333333334, 840.6, 381.1666666666667, 665.9333333333333, 84.3, 514.1, 97.83333333333333, 492.43333333333334, 208.2, 90.8, 158.6, 641.5333333333333, 497.7, 538.4333333333333, 214.66666666666666, 357.3, 112.76666666666667, 114.86666666666666, 183.7, 90.2, 377.23333333333335, 282.26666666666665]",13.0
"[105.63333333333334, 25.4, 307.1333333333333, 285.5, 117.43333333333334, 244.66666666666666, 42.13333333333333, 23.133333333333333, 4.933333333333334, 27.3, 7.733333333333333, 22.266666666666666, 11.133333333333333, 29.7, 5.266666666666667, 31.666666666666668, 176.36666666666667, 28.1, 49.3, 29.866666666666667, 731.6333333333333, 432.9, 632.5, 462.73333333333335, 680.0333333333333, 580.4333333333333, 543.8666666666667, 578.8333333333334, 557.6333333333333, 602.9, 343.8, 104.0, 82.63333333333334, 528.4666666666667, 270.8333333333333, 718.9666666666667, 644.6666666666666, 346.76666666666665, 112.53333333333333, 141.56666666666666, 423.8333333333333, 40.63333333333333, 119.66666666666667, 382.06666666666666, 324.1, 190.5, 69.46666666666667, 148.63333333333333]",13.0
"[28.566666666666666, 93.06666666666666, 82.2, 21.9, 23.5, 21.666666666666668, 30.233333333333334, 14.7, 14.0, 55.56666666666667, 50.2, 61.96666666666667, 18.666666666666668, 17.8, 30.0, 102.66666666666667, 547.3, 451.96666666666664, 539.9, 418.23333333333335, 465.1, 860.8, 425.6, 575.0666666666667, 220.3, 503.03333333333336, 588.3, 283.3, 450.53333333333336, 257.06666666666666, 673.4, 648.3666666666667, 440.43333333333334, 453.2, 317.7, 154.86666666666667, 177.86666666666667, 345.6666666666667, 210.23333333333332, 249.73333333333332, 417.6666666666667, 411.73333333333335, 624.6666666666666, 432.5, 314.43333333333334, 311.76666666666665, 301.2, 192.03333333333333]",13.0
"[356.76666666666665, 191.63333333333333, 26.7, 1.0666666666666667, 18.933333333333334, 16.066666666666666, 10.1, 7.266666666666667, 14.566666666666666, 17.033333333333335, 5.4, 9.533333333333333, 20.266666666666666, 144.1, 633.1333333333333, 700.5, 430.73333333333335, 598.3333333333334, 707.0666666666667, 611.2666666666667, 567.4333333333333, 668.4333333333333, 289.1666666666667, 76.7, 270.76666666666665, 338.1, 802.1, 385.5, 761.5, 529.6333333333333, 825.0333333333333, 191.5, 436.1666666666667, 736.4333333333333, 630.6, 692.6333333333333, 454.73333333333335, 362.3666666666667, 328.96666666666664, 111.23333333333333, 231.43333333333334, 270.06666666666666, 415.23333333333335, 279.5, 193.83333333333334, 259.46666666666664, 284.23333333333335, 15.0]",13.0
"[74.1, 303.8, 106.9, 0.0, 9.333333333333334, 8.6, 14.066666666666666, 19.266666666666666, 16.5, 12.833333333333334, 2.2, 14.466666666666667, 14.866666666666667, 248.1, 399.4, 208.73333333333332, 230.8, 32.6, 24.066666666666666, 16.666666666666668, 39.0, 26.033333333333335, 15.033333333333333, 324.76666666666665, 209.6, 254.23333333333332, 166.86666666666667, 299.53333333333336, 394.53333333333336, 445.8333333333333, 408.1333333333333, 211.46666666666667, 229.5, 330.76666666666665, 319.9, 320.43333333333334, 404.43333333333334, 274.56666666666666, 154.6, 97.0, 659.8, 241.3, 292.93333333333334, 161.0, 167.3, 208.3, 143.3, 116.46666666666667]",13.0
